2019-12-10;7309.3;114.16
2019-12-09;7408;106.2
2019-12-08;7584.9;61.27
2019-12-07;7575.5;48.24
2019-12-06;7599.9;108.96
2019-12-05;7455.9;134.65
2019-12-04;7258;220.98
2019-12-03;7372.1;112.65
2019-12-02;7392.9;145.15
2019-12-01;7475.7;133.71
2019-11-30;7617.9;160.03
2019-11-29;7827.9;136.14
2019-11-28;7517.2;114.76
2019-11-27;7560;275.02
2019-11-26;7249.9;148.63
2019-11-25;7156.9;411.48
2019-11-24;6985.2;202.48
2019-11-23;7377.3;127.32
2019-11-22;7339.9;617.5
2019-11-21;7683.4;374.93
2019-11-20;8147.8;68.05
2019-11-19;8158;145.35
2019-11-18;8240;130.96
2019-11-17;8549.4;36.94
2019-11-16;8510.2;32.12
2019-11-15;8522.6;134.5
2019-11-14;8693.3;80.8
2019-11-13;8828.1;76.39
2019-11-12;8849.9;93.53
2019-11-11;8783.9;101.63
2019-11-10;9068.3;72.98
2019-11-09;8833.7;79.02
2019-11-08;8838.3;233.15
2019-11-07;9244.1;96.54
2019-11-06;9402.9;55.82
2019-11-05;9349.4;89.44
2019-11-04;9408.8;97.72
2019-11-03;9250.8;45.67
2019-11-02;9332.7;52.95
2019-11-01;9262.5;83.29
2019-10-31;9183.2;177.2
2019-10-30;9208.9;159.89
2019-10-29;9439.3;137.59
2019-10-28;9236.8;192.53
2019-10-27;9538.8;296.38
2019-10-26;9227;562.1
2019-10-25;8652.3;302.31
2019-10-24;7450;90.53
2019-10-23;7487.5;285.17
2019-10-22;8072.9;84.1
2019-10-21;8249.5;90.1
2019-10-20;8250;63.12
2019-10-19;7984;61.72
2019-10-18;7991.1;85.37
2019-10-17;8106;87.8
2019-10-16;8023.5;92.84
2019-10-15;8189.2;95.11
2019-10-14;8354.4;105.74
2019-10-13;8320;83.33
2019-10-12;8333.1;40.54
2019-10-11;8292.6;100.67
2019-10-10;8601.9;109.24
2019-10-09;8613.1;143.36
2019-10-08;8206.1;70.31
2019-10-07;8208.9;191.99
2019-10-06;7924.3;133.78
2019-10-05;8154.9;46.02
2019-10-04;8179.7;101.74
2019-10-03;8267.4;128.15
2019-10-02;8386.9;63.24
2019-10-01;8347.5;147.57
2019-09-30;8321.3;186.13
2019-09-29;8080;71.0
2019-09-28;8233.1;82.87
2019-09-27;8222.5;134.79
2019-09-26;8051.6;271.71
2019-09-25;8467.3;174.09
2019-09-24;8592;531.67
2019-09-23;9712;97.62
2019-09-22;10061.4;50.4
2019-09-21;9999.3;70.02
2019-09-20;10195.9;49.73
2019-09-19;10280.4;193.1
2019-09-18;10182.1;85.71
2019-09-17;10192;73.48
2019-09-16;10292.4;83.98
2019-09-15;10299.9;26.35
2019-09-14;10368.2;54.31
2019-09-13;10373.4;86.13
2019-09-12;10406.9;85.66
2019-09-11;10170;123.14
2019-09-10;10137.7;91.03
2019-09-09;10311.4;98.71
2019-09-08;10401.9;58.56
2019-09-07;10468.4;85.1
2019-09-06;10326.6;194.59
2019-09-05;10575;74.23
2019-09-04;10592.4;136.78
2019-09-03;10647.2;172.68
2019-09-02;10390;162.55
2019-09-01;9755.3;53.69
2019-08-31;9620.3;48.78
2019-08-30;9603.9;66.27
2019-08-29;9506.9;164.43
2019-08-28;9741;208.05
2019-08-27;10191.4;69.18
2019-08-26;10356.7;135.09
2019-08-25;10145;73.67
2019-08-24;10143;109.25
2019-08-23;10405.5;80.12
2019-08-22;10154.3;124.96
2019-08-21;10169.3;153.16
2019-08-20;10742.4;130.19
2019-08-19;10925.8;136.98
2019-08-18;10338.9;75.63
2019-08-17;10230;88.25
2019-08-16;10365.5;227.55
2019-08-15;10324.4;246.52
2019-08-14;10054;227.97
2019-08-13;10847.1;123.04
2019-08-12;11418;75.34
2019-08-11;11568.3;58.6
2019-08-10;11316.5;157.02
2019-08-09;11866.8;130.47
2019-08-08;11995.1;120.95
2019-08-07;11927;243.72
2019-08-06;11471.2;325.41
2019-08-05;11795.2;307.06
2019-08-04;10995.3;212.41
2019-08-03;10803.5;126.61
2019-08-02;10536.2;144.57
2019-08-01;10400.8;168.46
2019-07-31;10094.7;155.91
2019-07-30;9593.3;147.3
2019-07-29;9520.6;129.18
2019-07-28;9536.4;108.91
2019-07-27;9485;317.53
2019-07-26;9869.8;118.83
2019-07-25;9905.3;126.11
2019-07-24;9800;212.02
2019-07-23;9870.3;221.41
2019-07-22;10370;210.44
2019-07-21;10574.4;192.17
2019-07-20;10724.8;181.33
2019-07-19;10547.3;204.44
2019-07-18;10659.6;377.93
2019-07-17;9693.9;382.02
2019-07-16;9450.8;397.06
2019-07-15;10846.8;467.9
2019-07-14;10239.4;404.66
2019-07-13;11346.7;298.26
2019-07-12;11813.7;265.87
2019-07-11;11378.4;399.77
2019-07-10;12135.4;712.67
2019-07-09;12578.1;460.64
2019-07-08;12300.3;355.26
2019-07-07;11450.1;164.17
2019-07-06;11287.8;176.73
2019-07-05;11016;277.4
2019-07-04;11282.8;332.76
2019-07-03;11988.6;542.14
2019-07-02;10789.7;623.91
2019-07-01;10579;746.14
2019-06-30;10773.1;591.01
2019-06-29;11891.2;675.48
2019-06-28;12430.1;822.78
2019-06-27;11235.2;1250.37
2019-06-26;13140.3;1434.87
2019-06-25;11805.7;486.81
2019-06-24;10968.7;214.68
2019-06-23;10869.6;285.61
2019-06-22;10728.8;805.43
2019-06-21;10169.2;430.91
2019-06-20;9504.4;224.64
2019-06-19;9278.7;170.62
2019-06-18;9095.2;298.85
2019-06-17;9290.4;246.72
2019-06-16;8980.8;524.71
2019-06-15;8820.5;177.88
2019-06-14;8711.6;219.82
2019-06-13;8298.2;149.22
2019-06-12;8184.9;237.97
2019-06-11;7962.9;161.21
2019-06-10;8064.9;241.87
2019-06-09;7697.3;185.55
2019-06-08;7985;104.06
2019-06-07;8084.8;212.61
2019-06-06;7859;259.68
2019-06-05;7866.9;306.4
2019-06-04;7749.9;764.4
2019-06-03;8224.1;327.74
2019-06-02;8735;202.67
2019-06-01;8633.9;148.48
2019-05-31;8647.8;330.5
2019-05-30;8377;497.69
2019-05-29;8707.6;233.07
2019-05-28;8702.2;159.32
2019-05-27;8663.6;307.39
2019-05-26;8613.8;438.96
2019-05-25;8060;130.33
2019-05-24;8021;248.34
2019-05-23;7929.4;254.39
2019-05-22;7686.8;253.82
2019-05-21;7949.6;221.51
2019-05-20;7950;450.56
2019-05-19;8171.5;521.58
2019-05-18;7380.4;300.99
2019-05-17;7470.7;807.91
2019-05-16;8020.6;778.76
2019-05-15;8175.4;306.9
2019-05-14;8005.3;685.5
2019-05-13;7907.1;903.51
2019-05-12;6944.9;774.82
2019-05-11;7057.2;872.2
2019-05-10;6421.1;412.76
2019-05-09;6249.8;261.92
2019-05-08;5982.6;167.14
2019-05-07;5949.9;220.93
2019-05-06;5760;263.08
2019-05-05;5794.6;167.37
2019-05-04;5821.5;379.94
2019-05-03;5693.7;467.57
2019-05-02;5436.6;169.0
2019-05-01;5354.2;143.73
2019-04-30;5317.1;289.57
2019-04-29;5255.8;233.24
2019-04-28;5272.5;137.7
